#Organism Group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00938	"2021CK-00938","Acinetobacter_baumannii_2021CK-00938","SRS8874569"		PDT001019411.1	2021-05-06T02:21:48Z	USA	Wound/Abscess	clinical	PDS000090290.5	0	13	SAMN19026459	GCA_018286055.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00937	"2021CK-00937","Acinetobacter_baumannii_2021CK-00937","SRS8874568"		PDT001019412.1	2021-05-06T02:21:48Z	USA	Rectal Swab	clinical	PDS000090290.5	0	13	SAMN19026458	GCA_018286015.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00936	"2021CK-00936","Acinetobacter_baumannii_2021CK-00936","SRS8874570"		PDT001019413.1	2021-05-06T02:21:48Z	USA	blood	clinical	PDS000090290.5	0	17	SAMN19026457	GCA_018285975.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00926	"2021CK-00926","Acinetobacter_baumannii_2021CK-00926","SRS8874557"		PDT001019424.1	2021-05-06T02:21:51Z	USA	bronchoalveolar lavage	clinical	PDS000090290.5	0	13	SAMN19026447	GCA_018285815.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00924	"2021CK-00924","Acinetobacter_baumannii_2021CK-00924","SRS8874554"		PDT001019426.1	2021-05-06T02:21:52Z	USA	other	clinical	PDS000090290.5	3	12	SAMN19026445	GCA_018285755.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00923	"2021CK-00923","Acinetobacter_baumannii_2021CK-00923","SRS8874555"		PDT001019427.1	2021-05-06T02:21:52Z	USA	other	clinical	PDS000090290.5	0	23	SAMN19026444	GCA_018285775.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00918	"2021CK-00918","Acinetobacter_baumannii_2021CK-00918","SRS8874549"		PDT001019432.1	2021-05-06T02:21:53Z	USA	Wound/Abscess	clinical	PDS000090290.5	1	21	SAMN19026440	GCA_018285635.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaOXA=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00917	"2021CK-00917","Acinetobacter_baumannii_2021CK-00917","SRS8874548"		PDT001019433.1	2021-05-06T02:21:54Z	USA	Wound/Abscess	clinical	PDS000090290.5	2	15	SAMN19026439	GCA_018285655.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00900	"2021CK-00900","Acinetobacter_baumannii_2021CK-00900","SRS8874527"		PDT001019446.1	2021-05-06T02:21:57Z	USA	Tissue	clinical	PDS000090290.5	0	13	SAMN19026422	GCA_018285495.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00807	"2021CK-00807","Acinetobacter_baumannii_2021CK-00807","SRS8874518"		PDT001019455.1	2021-05-06T02:21:59Z	USA	urine	clinical	PDS000090290.5	0	17	SAMN19026374	GCA_018285295.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	2021GN-00074	"2021GN-00074","SRS9034226"		PDT001044803.1	2021-05-21T22:31:37Z	USA		clinical	PDS000090290.5	4	32	SAMN19298812	GCA_018453985.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	2021GN-00073	"2021GN-00073","SRS9034225"		PDT001044804.1	2021-05-21T22:31:37Z	USA		clinical	PDS000090290.5	4	32	SAMN19298811	GCA_018453905.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01008	"2021CK-01008","Acinetobacter_baumannii_2021CK-01008","SRS9052022"		PDT001046028.1	2021-05-25T05:33:49Z	USA	other	clinical	PDS000090290.5	0	14	SAMN19317617	GCA_018496965.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01004	"2021CK-01004","Acinetobacter_baumannii_2021CK-01004","SRS9052018"		PDT001046031.1	2021-05-25T05:33:50Z	USA	other	clinical	PDS000090290.5	0	27	SAMN19317613	GCA_018498055.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01003	"2021CK-01003","Acinetobacter_baumannii_2021CK-01003","SRS9052016"		PDT001046032.1	2021-05-25T05:33:50Z	USA	urine	clinical	PDS000090290.5	8	27	SAMN19317612	GCA_018494155.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01002	"2021CK-01002","Acinetobacter_baumannii_2021CK-01002","SRS9052015"		PDT001046034.1	2021-05-25T05:33:51Z	USA	sputum	clinical	PDS000090290.5	0	27	SAMN19317611	GCA_018494015.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01001	"2021CK-01001","Acinetobacter_baumannii_2021CK-01001","SRS9052014"		PDT001046035.1	2021-05-25T05:33:51Z	USA	Wound/Abscess	clinical	PDS000090290.5	2	22	SAMN19317610	GCA_018493995.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00999	"2021CK-00999","Acinetobacter_baumannii_2021CK-00999","SRS9052012"		PDT001046037.1	2021-05-25T05:33:51Z	USA	urine	clinical	PDS000090290.5	0	28	SAMN19317608	GCA_018495375.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00996	"2021CK-00996","Acinetobacter_baumannii_2021CK-00996","SRS9052009"		PDT001046040.1	2021-05-25T05:33:52Z	USA	Wound/Abscess	clinical	PDS000090290.5	0	23	SAMN19317605	GCA_018495395.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00993	"2021CK-00993","Acinetobacter_baumannii_2021CK-00993","SRS9052006"		PDT001046043.1	2021-05-25T05:33:53Z	USA	Wound/Abscess	clinical	PDS000090290.5	0	12	SAMN19317602	GCA_018517965.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00992	"2021CK-00992","Acinetobacter_baumannii_2021CK-00992","SRS9052004"		PDT001046045.1	2021-05-25T05:33:53Z	USA	Wound/Abscess	clinical	PDS000090290.5	2	11	SAMN19317601	GCA_018495295.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00988	"2021CK-00988","Acinetobacter_baumannii_2021CK-00988","SRS9052000"		PDT001046049.1	2021-05-25T05:33:55Z	USA	other	clinical	PDS000090290.5	1	24	SAMN19317597	GCA_018495315.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00986	"2021CK-00986","Acinetobacter_baumannii_2021CK-00986","SRS9051998"		PDT001046051.1	2021-05-25T05:33:55Z	USA	Wound/Abscess	clinical	PDS000090290.5	1	32	SAMN19317595	GCA_018517825.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00983	"2021CK-00983","Acinetobacter_baumannii_2021CK-00983","SRS9051995"		PDT001046054.1	2021-05-25T05:33:56Z	USA	sputum	clinical	PDS000090290.5	0	13	SAMN19317592	GCA_018495255.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00945	"2021CK-00945","Acinetobacter_baumannii_2021CK-00945","SRS9051994"		PDT001046055.1	2021-05-25T05:33:56Z	USA	Wound/Abscess	clinical	PDS000090290.5	12	20	SAMN19317556	GCA_018495235.1	abaF=COMPLETE,amvA=PARTIAL,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00982	"2021CK-00982","Acinetobacter_baumannii_2021CK-00982","SRS9051993"		PDT001046056.1	2021-05-25T05:33:56Z	USA	urine	clinical	PDS000090290.5	1	12	SAMN19317591	GCA_018517765.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00981	"2021CK-00981","Acinetobacter_baumannii_2021CK-00981","SRS9051992"		PDT001046057.1	2021-05-25T05:33:57Z	USA	urine	clinical	PDS000090290.5	11	14	SAMN19317590	GCA_018494395.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00980	"2021CK-00980","Acinetobacter_baumannii_2021CK-00980","SRS9051991"		PDT001046058.1	2021-05-25T05:33:57Z	USA	bronchoalveolar lavage	clinical	PDS000090290.5	0	13	SAMN19317589	GCA_018517745.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00942	"2021CK-00942","Acinetobacter_baumannii_2021CK-00942","SRS9051983"		PDT001046066.1	2021-05-25T05:33:59Z	USA	Wound/Abscess	clinical	PDS000090290.5	3	27	SAMN19317555		abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00967	"2021CK-00967","Acinetobacter_baumannii_2021CK-00967","SRS9051978"		PDT001046070.1	2021-05-25T05:34:00Z	USA	Wound/Abscess	clinical	PDS000090290.5	4	19	SAMN19317578	GCA_018495195.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00966	"2021CK-00966","Acinetobacter_baumannii_2021CK-00966","SRS9051979"		PDT001046071.1	2021-05-25T05:34:01Z	USA	urine	clinical	PDS000090290.5	3	22	SAMN19317577	GCA_018517785.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00963	"2021CK-00963","Acinetobacter_baumannii_2021CK-00963","SRS9051976"		PDT001046074.1	2021-05-25T05:34:01Z	USA	Wound/Abscess	clinical	PDS000090290.5	3	24	SAMN19317574	GCA_018495215.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00962	"2021CK-00962","Acinetobacter_baumannii_2021CK-00962","SRS9051974"		PDT001046075.1	2021-05-25T05:34:02Z	USA	other	clinical	PDS000090290.5	0	26	SAMN19317573	GCA_018487645.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00961	"2021CK-00961","Acinetobacter_baumannii_2021CK-00961","SRS9051973"		PDT001046076.1	2021-05-25T05:34:02Z	USA	Tracheal Aspirate/Wash	clinical	PDS000090290.5	0	14	SAMN19317572	GCA_018496015.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00941	"2021CK-00941","Acinetobacter_baumannii_2021CK-00941","SRS9051972"		PDT001046077.1	2021-05-25T05:34:02Z	USA	Wound/Abscess	clinical	PDS000090290.5	0	17	SAMN19317554		abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00954	"2021CK-00954","Acinetobacter_baumannii_2021CK-00954","SRS9051967"		PDT001046084.1	2021-05-25T05:34:04Z	USA	Wound/Abscess	clinical	PDS000090290.5	1	24	SAMN19317565	GCA_018495075.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00952	"2021CK-00952","Acinetobacter_baumannii_2021CK-00952","SRS9051962"		PDT001046086.1	2021-05-25T05:34:04Z	USA	Wound/Abscess	clinical	PDS000090290.5	0	23	SAMN19317563	GCA_018517805.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-73=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-01018	"2021CK-01018","Acinetobacter_baumannii_2021CK-01018","SRS9189581"		PDT001067658.1	2021-06-12T02:29:48Z	USA	other	clinical	PDS000090290.5	1	17	SAMN19677606	GCA_018869185.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,ftsI_A515V=POINT,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
